--	Center	Openings	Link1	Link2	Link3	Link4	Link5	Link6	Status	Checksum
Blank	3,6	HDCBBTP	CSBDCDH	BPSDBHB	TSPCBBB	CHHBHCH	TBPDPSH	UNIQUE	HDCBBTPCSBDCDHBPSDBHBTSPCBBBCHHBHCHTBPDPSH
Blank	1,3,4,5	SDTDDDD	STPCDHS	DHBDDTT	DTCDCPC	DCDBDTP	TPCTDDH	UNIQUE	SDTDDDDSTPCDHSDHBDDTTDTCDCPCDCDBDTPTPCTDDH
Blank	2	BPDCHHD	BSPBDCD	THTPSDC	SCPPTTT	TSHPBSP	BCSPTCH	UNIQUE	BPDCHHDBSPBDCDTHTPSDCSCPPTTTTSHPBSPBCSPTCH
Blank	2,3,5	BBCHSHC	DBPCBST	BCHCDTT	TTHTBDC	CSHTTBD	HCPBBBB	UNIQUE	BBCHSHCDBPCBSTBCHCDTTTTHTBDCCSHTTBDHCPBBBB
Diamond	3,5	SPPBBBS	BBSBTTP	DBSPCCC	BBBBBBB	PTDPCPB	BBDHTBC	UNIQUE	SPPBBBSBBSBTTPDBSPCCCBBBBBBBPTDPCPBBBDHTBC
Blank	1,3	DHBTCCP	CBDPBHS	DTHHTSS	TSPSCPC	DHPDCPH	PTDTHPT	UNIQUE	DHBTCCPCBDPBHSDTHHTSSTSPSCPCDHPDCPHPTDTHPT
Hex	1,3	TBPTCTS	PHPSDSS	DTTCTDB	SSHCPCP	PCSCBHB	HTPPHCS	UNIQUE	TBPTCTSPHPSDSSDTTCTDBSSHCPCPPCSCBHBHTPPHCS
Hex	3	HBTHTBC	DHBDBCT	SSPBTDT	BSPBSCC	PBBHDBC	CTCTHHS	UNIQUE	HBTHTBCDHBDBCTSSPBTDTBSPBSCCPBBHDBCCTCTHHS
Snake	2	HDHTDSC	THSSBCH	PTCBBDD	PBTPCDS	HPSCSPB	HTBSHPD	UNIQUE	HDHTDSCTHSSBCHPTCBBDDPBTPCDSHPSCSPBHTBSHPD
Blank	2	CSCDBCS	SDHHHBT	SSCPHDP	BHSSPHC	SSTHCTC	DTTCTPP	UNIQUE	CSCDBCSSDHHHBTSSCPHDPBHSSPHCSSTHCTCDTTCTPP
Blank	2,3	CSPTBTC	DDTSHPD	CCHHTDT	DPHBPDH	TDTPCTT	PCPCBCC	UNIQUE	CSPTBTCDDTSHPDCCHHTDTDPHBPDHTDTPCTTPCPCBCC
Blank	3,4,5	BBBBBBB	BBBBBBB	BPSCDSC	TSSCBPT	CSPHSTD	BBBBBBB	UNIQUE	BBBBBBBBBBBBBBBPSCDSCTSSCBPTCSPHSTDBBBBBBB
Blank	2,3,4,6	PPPBCPP	SCPDSHB	SBBCDST	DPBHBBS	THCDDPH	BTDHPBB	UNIQUE	PPPBCPPSCPDSHBSBBCDSTDPBHBBSTHCDDPHBTDHPBB
Plus	2,6	BBBBBBB	CSPHSTD	TTTSCBS	HHCPHST	HHTHCTT	CTTCTBT	UNIQUE	BBBBBBBCSPHSTDTTTSCBSHHCPHSTHHTHCTTCTTCTBT
Blank	2	SSPCCPS	BTSSCCP	PCPBPPD	STHBDDD	DTPPHHD	CPBTPBT	UNIQUE	SSPCCPSBTSSCCPPCPBPPDSTHBDDDDTPPHHDCPBTPBT
Plus	3,5	BTBTPCD	SPDTSCT	CBPCBPS	SBSTSPH	TTPPSDH	BCTHTSB	UNIQUE	BTBTPCDSPDTSCTCBPCBPSSBSTSPHTTPPSDHBCTHTSB
Blank	2,4,5	SCHTDBP	TDTSTHP	HBSSTTD	BSBBDBS	BPHBTSB	BHDHTSS	UNIQUE	SCHTDBPTDTSTHPHBSSTTDBSBBDBSBPHBTSBBHDHTSS
Blank	5,6	BCCPDPS	PPCDDSB	SHCHDCC	BSPHPPB	PHPHPPC	SBPBCBD	UNIQUE	BCCPDPSPPCDDSBSHCHDCCBSPHPPBPHPHPPCSBPBCBD
Snake	1,3	SBPTSHC	CPSCDDC	CTDBCSC	CHBHBDC	BDCSDHP	CTPDPTD	UNIQUE	SBPTSHCCPSCDDCCTDBCSCCHBHBDCBDCSDHPCTPDPTD
Blank	6	PDDHSBH	PTHBBHD	DPBSBSP	TTDCHDS	TCPSHTS	HSPCSTS	UNIQUE	PDDHSBHPTHBBHDDPBSBSPTTDCHDSTCPSHTSHSPCSTS
Blank	3,6	HBPDDSB	BHTHCSP	TBCDCTS	CDBHDCP	CSSDBDP	DCTTDSD	UNIQUE	HBPDDSBBHTHCSPTBCDCTSCDBHDCPCSSDBDPDCTTDSD
Blank	2	TSSPBBC	PSSSHBB	SHCCSSC	TPSBPBT	CDTTPBT	CPPHCTH	UNIQUE	TSSPBBCPSSSHBBSHCCSSCTPSBPBTCDTTPBTCPPHCTH
Blank	2	HCPDCSH	BPPSCBD	DBCBTPC	SSDBBDB	SPDSSPD	STSCBDB	UNIQUE	HCPDCSHBPPSCBDDBCBTPCSSDBBDBSPDSSPDSTSCBDB
Blank	2,5	HTBPTCP	BPSBCBD	BPSTSBH	DPDCHDS	HPDDSPH	CTDDSCH	UNIQUE	HTBPTCPBPSBCBDBPSTSBHDPDCHDSHPDDSPHCTDDSCH
Blank	3,6	PBTBBSS	DPSPHSB	DBCBCCH	BSHSTCC	BCPDTSD	SPDDCCS	UNIQUE	PBTBBSSDPSPHSBDBCBCCHBSHSTCCBCPDTSDSPDDCCS
Blank	2,6	TSHHHHP	BHHBDCS	STDSTSD	TCSBSCT	PTPCBTT	TCBCHST	UNIQUE	TSHHHHPBHHBDCSSTDSTSDTCSBSCTPTPCBTTTCBCHST
Blank	4	DPHHPTH	CBHDCPP	HPPCBTT	BHSHDTD	CPHTCST	HPCSCDB	UNIQUE	DPHHPTHCBHDCPPHPPCBTTBHSHDTDCPHTCSTHPCSCDB
Blank	2	PHCPCTH	PHTSSBP	TCBCCCS	BHBSDCC	TBBPHPH	SPSDDSH	UNIQUE	PHCPCTHPHTSSBPTCBCCCSBHBSDCCTBBPHPHSPSDDSH
Clover	2	BTTTTHC	BSDBHHH	CTSCPDB	BSPTSSS	TPDTSHT	TTTBSPT	UNIQUE	BTTTTHCBSDBHHHCTSCPDBBSPTSSSTPDTSHTTTTBSPT
Diamond	2,4	SPSDBDH	TTSTDSC	TBCDTSH	PDPSBHB	HBBCBHD	BPHHHDC	UNIQUE	SPSDBDHTTSTDSCTBCDTSHPDPSBHBHBBCBHDBPHHHDC
Hex	1	CPCDTTT	DDSBTBH	HCTSCPB	BHSDBPD	CSSCTDP	CSSCTDP	UNIQUE	CPCDTTTDDSBTBHHCTSCPBBHSDBPDCSSCTDPCSSCTDP
Blank	1,3,6	TBPCPPC	HSPSPSH	PTHCTCS	SHSDPCB	DHDBBPH	CHDBTDT	UNIQUE	TBPCPPCHSPSPSHPTHCTCSSHSDPCBDHDBBPHCHDBTDT
Blank	3	TSCPSBC	CDDHCCC	TDPPHHH	TDTTCPD	HPTDBTD	PSSHTDD	UNIQUE	TSCPSBCCDDHCCCTDPPHHHTDTTCPDHPTDBTDPSSHTDD
Hex	4	TDHTBPC	HDTPBPB	PHTPPSP	TBBDSDS	DTDSBHP	TCPSTPB	UNIQUE	TDHTBPCHDTPBPBPHTPPSPTBBDSDSDTDSBHPTCPSTPB
Blank	2,5,6	SSHTSTP	DTTDCPS	PBTTCCS	STBPHDD	TTDBPDS	DHTHHTS	UNIQUE	SSHTSTPDTTDCPSPBTTCCSSTBPHDDTTDBPDSDHTHHTS
Blank	2,6	HSDDCHT	TSBBTSD	TCSSHDB	CBDHCSD	SCBHHTS	SPPDDTP	UNIQUE	HSDDCHTTSBBTSDTCSSHDBCBDHCSDSCBHHTSSPPDDTP
Blank	3	DPDTTPS	HTPPSCB	HHDHCDT	PPBSTDS	CCPBPPH	CHHSDPT	UNIQUE	DPDTTPSHTPPSCBHHDHCDTPPBSTDSCCPBPPHCHHSDPT
Blank	2,5,6	PBHCSSB	DPCBDTP	DHTBTHD	DHPCDBP	PBHPCST	BPTHBBP	UNIQUE	PBHCSSBDPCBDTPDHTBTHDDHPCDBPPBHPCSTBPTHBBP
Blank	2,5	THDDSSD	THSTBDC	PPDBPSP	STDCDCB	PTHBBPD	PCPHSCP	UNIQUE	THDDSSDTHSTBDCPPDBPSPSTDCDCBPTHBBPDPCPHSCP
Blank	2,3,5	PPSSHTC	TDTSBSH	TSSTHHP	PCHTCTB	CDHSCTP	DCCBBTS	UNIQUE	PPSSHTCTDTSBSHTSSTHHPPCHTCTBCDHSCTPDCCBBTS
Blank	1,3,5	THDDCDT	HCPSCDB	PTPDBCH	CDSDDBS	PTPPCTD	PHBTSDS	UNIQUE	THDDCDTHCPSCDBPTPDBCHCDSDDBSPTPPCTDPHBTSDS
Blank	2,5	SDPDBSH	DTCCTTT	TPSHSTH	DDTPHHT	CDPCHBC	BBDHPSD	UNIQUE	SDPDBSHDTCCTTTTPSHSTHDDTPHHTCDPCHBCBBDHPSD
Blank	1,4,5	SDHDHHP	SDTCTCC	TPSDHDC	TBBSTHB	DPPSDTP	DHHBSPS	UNIQUE	SDHDHHPSDTCTCCTPSDHDCTBBSTHBDPPSDTPDHHBSPS
Blank	2	CBDSHHD	PTPPCTD	DHDDCSC	PDDSSDD	TDTPBBS	SHPCTHS	UNIQUE	CBDSHHDPTPPCTDDHDDCSCPDDSSDDTDTPBBSSHPCTHS
Snake	5,6	PHPCPBS	CPSPDCD	PHPSSBP	CBTSBBB	SDCPPDC	TCDHDCD	UNIQUE	PHPCPBSCPSPDCDPHPSSBPCBTSBBBSDCPPDCTCDHDCD
Blank	4	HHDDHHH	BBBBBBB	BBBBBBB	BHCHTHT	DHSTPHH	HHPHPCH	UNIQUE	HHDDHHHBBBBBBBBBBBBBBBHCHTHTDHSTPHHHHPHPCH
Blank	1,4,5	SPBSTTS	BTHSHDC	HSSBDBH	SDDSDCP	BHDPDPS	BDBHDBC	UNIQUE	SPBSTTSBTHSHDCHSSBDBHSDDSDCPBHDPDPSBDBHDBC
Blank	2,6	BPSSDSS	CBPDPPT	CHHHSDT	STDHCCP	TPBHDHT	BCCTPDP	UNIQUE	BPSSDSSCBPDPPTCHHHSDTSTDHCCPTPBHDHTBCCTPDP
Snake	2	HBTBBCH	DCHCPPC	SDDTSPS	HSBCSPD	STPCHHS	HDDBCCS	UNIQUE	HBTBBCHDCHCPPCSDDTSPSHSBCSPDSTPCHHSHDDBCCS
Blank	4,6	TCHDTCD	CCCPDCB	TBSPCPB	TTDBDDS	SPBCCDP	PCHSHBB	UNIQUE	TCHDTCDCCCPDCBTBSPCPBTTDBDDSSPBCCDPPCHSHBB
Blank	2,6	BPSSTPT	HTSDDSH	DCDPCCP	HCBSTCD	BSTPPTT	DBBBCCP	UNIQUE	BPSSTPTHTSDDSHDCDPCCPHCBSTCDBSTPPTTDBBBCCP
Blank	2,5	HSDBDSP	PHTDPTP	TCCSTCB	BCSPDHC	HBDPDCC	PTHHHBC	UNIQUE	HSDBDSPPHTDPTPTCCSTCBBCSPDHCHBDPDCCPTHHHBC
Blank	2,4,6	HPTBCSB	CSDDBSC	TDCCTTC	PHCBCBT	SBHPCDC	HBDSTDB	UNIQUE	HPTBCSBCSDDBSCTDCCTTCPHCBCBTSBHPCDCHBDSTDB
Blank	6	BHDDSCH	TBDBTSD	TSTPTPS	TCCTBBS	CTSTBSB	PBTCSHH	UNIQUE	BHDDSCHTBDBTSDTSTPTPSTCCTBBSCTSTBSBPBTCSHH
Plus	3,4,6	HHCPHST	DHHBSSC	HPSTTCS	HCDSTTH	HBCDSDP	HCCPSCC	UNIQUE	HHCPHSTDHHBSSCHPSTTCSHCDSTTHHBCDSDPHCCPSCC
Blank	3,5	PHPBCHH	TBDPSTP	BBBSHHS	PDPTTDB	HBCCBDD	THPDCPH	UNIQUE	PHPBCHHTBDPSTPBBBSHHSPDPTTDBHBCCBDDTHPDCPH
Blank	5	BBBBBBB	DSPHHPS	TBSTDCT	PSBSCSP	SCDCSTT	DDCSSDC	UNIQUE	BBBBBBBDSPHHPSTBSTDCTPSBSCSPSCDCSTTDDCSSDC
Blank	5,6	SDTCCSH	PHHPCPS	SCBPDDP	HBSBTBT	PCDSCCH	BSTSDHD	UNIQUE	SDTCCSHPHHPCPSSCBPDDPHBSBTBTPCDSCCHBSTSDHD
Blank	1,5	BBPHHSP	CTSHPPD	SCPPCBT	PHCSPBS	HTDHHDH	HDTBDDP	UNIQUE	BBPHHSPCTSHPPDSCPPCBTPHCSPBSHTDHHDHHDTBDDP
Blank	2,4	CSSSPHD	CPHBHPT	DTDTDDP	PPHDPPH	HBHTSDD	PSBPBTP	UNIQUE	CSSSPHDCPHBHPTDTDTDDPPPHDPPHHBHTSDDPSBPBTP
Blank	2,4	TPBDDBB	CTBCPDB	DCTHCDP	SBBCPDP	PPTTSDD	SCPDHBH	UNIQUE	TPBDDBBCTBCPDBDCTHCDPSBBCPDPPPTTSDDSCPDHBH
Blank	2,5	SPTPTCH	PBTHBDC	CBPPBDP	DTBTPPP	PTBTPBH	HBDHSHT	UNIQUE	SPTPTCHPBTHBDCCBPPBDPDTBTPPPPTBTPBHHBDHSHT
Blank	2,3,6	PBBTHTH	PTCPCBT	CSHHHBP	PPHTBCH	HPPCSHP	PBTDPDH	UNIQUE	PBBTHTHPTCPCBTCSHHHBPPPHTBCHHPPCSHPPBTDPDH
Blank	1,4	SHTCSCD	PBDPSBD	CCDPHTS	DSSBDSB	PTCDPPH	PCTTTTC	UNIQUE	SHTCSCDPBDPSBDCCDPHTSDSSBDSBPTCDPPHPCTTTTC
Blank	1,4	HDPBCSP	BBBBBBB	BBBBBBB	PSHBBCC	SPHBCSB	CPBSCTS	UNIQUE	HDPBCSPBBBBBBBBBBBBBBPSHBBCCSPHBCSBCPBSCTS
Blank	3,5	DBPDPSD	BBHBSTB	PHDSPCD	HPPSSBS	CBPSBDP	TSPHPBD	UNIQUE	DBPDPSDBBHBSTBPHDSPCDHPPSSBSCBPSBDPTSPHPBD
Blank	1,3,5,6	HTTPTBS	BCBTSCH	HTSBSHP	STPCPCD	HTSSPCC	HHHHTPP	UNIQUE	HTTPTBSBCBTSCHHTSBSHPSTPCPCDHTSSPCCHHHHTPP
Blank	2	BHBCDPB	TCTBPDP	CSTHBDC	SPSPHCS	TSTCHPS	HHBSCHB	UNIQUE	BHBCDPBTCTBPDPCSTHBDCSPSPHCSTSTCHPSHHBSCHB
Blank	1	PCBBTSC	CSSDTDP	DDBHTSH	DHSTDDD	SHDSDHS	SSHHHHH	UNIQUE	PCBBTSCCSSDTDPDDBHTSHDHSTDDDSHDSDHSSSHHHHH
Blank	1,3,4	TTDSDHD	THSBDCB	HSHSDDC	BBBCPDT	PCBDPBD	BTHTHPS	UNIQUE	TTDSDHDTHSBDCBHSHSDDCBBBCPDTPCBDPBDBTHTHPS
Blank	5,6	TBSSBCH	HCSHDSP	DDPHSTH	BPTHBDT	BCCBPTD	BPPPTHD	UNIQUE	TBSSBCHHCSHDSPDDPHSTHBPTHBDTBCCBPTDBPPPTHD
Blank	6	DHHDTHB	BBCTTPB	HPDCTHD	CDPCCCT	TPTBDCD	HHHHDDB	UNIQUE	DHHDTHBBBCTTPBHPDCTHDCDPCCCTTPTBDCDHHHHDDB
Blank	3	HTDCPHT	SHBDTTT	SHPCBCD	CPBDCSC	PHHPTCB	THHTBSP	UNIQUE	HTDCPHTSHBDTTTSHPCBCDCPBDCSCPHHPTCBTHHTBSP
Blank	3	PBSTHPS	DPSPDTB	CHDHCTD	CTSHHPP	DPBTDDD	DBPCSSS	UNIQUE	PBSTHPSDPSPDTBCHDHCTDCTSHHPPDPBTDDDDBPCSSS
Blank	3,6	CHPBTDC	CCDTDST	DBPHSSH	CBHCDCD	SDTCPPH	PCCBDDD	UNIQUE	CHPBTDCCCDTDSTDBPHSSHCBHCDCDSDTCPPHPCCBDDD
Blank	2	HCSHSTS	DDBHHCD	SCDBTCT	HCTCSDC	BHDDHDC	PDPTPCS	UNIQUE	HCSHSTSDDBHHCDSCDBTCTHCTCSDCBHDDHDCPDPTPCS
Blank	4,6	CCDCDSD	STDCTSP	DTPHTHD	HTCBDBS	PSDDDSD	PPSDSDD	UNIQUE	CCDCDSDSTDCTSPDTPHTHDHTCBDBSPSDDDSDPPSDSDD
Blank	3	BTDDPHB	PHBBSDP	TTCPHTS	DDPTTBB	PTCHTPC	HCSPBDT	UNIQUE	BTDDPHBPHBBSDPTTCPHTSDDPTTBBPTCHTPCHCSPBDT
Diamond	2,3,5	BBPCBHD	PTDBBSC	BDHBBPS	TDSCTHT	SSPTHBH	SBSDDSS	UNIQUE	BBPCBHDPTDBBSCBDHBBPSTDSCTHTSSPTHBHSBSDDSS
Blank	1,3,4	CSDHTCC	DTHCTST	CTTTPBT	SHSCCTT	BDPSBDS	CDBHSPP	UNIQUE	CSDHTCCDTHCTSTCTTTPBTSHSCCTTBDPSBDSCDBHSPP
Blank	2,6	THHDSSS	DDSTCTT	BCDDSBS	PTPCBPD	SBBTDHP	TCSHSTT	UNIQUE	THHDSSSDDSTCTTBCDDSBSPTPCBPDSBBTDHPTCSHSTT
Blank	2,3,4,5	BDPSHHS	TDDSCST	DCBTTDD	CSDHTCS	TCTTBHB	SSDBDHS	UNIQUE	BDPSHHSTDDSCSTDCBTTDDCSDHTCSTCTTBHBSSDBDHS
Blank	2,5	TPTHHCD	PPSBDPT	SBSDSDS	SDSCCCB	DTHSCCT	TSPCHTT	UNIQUE	TPTHHCDPPSBDPTSBSDSDSSDSCCCBDTHSCCTTSPCHTT
Blank	2,4	HPPPSCH	CDTPCBH	HHBCCPH	BBBBBSC	BBBBBBB	BBBBBBB	UNIQUE	HPPPSCHCDTPCBHHHBCCPHBBBBBSCBBBBBBBBBBBBBB
Blank	3	PTTTCSC	CTTDSDP	HPHHDTB	CSBPBDS	DPTDHTP	DCSCDDS	UNIQUE	PTTTCSCCTTDSDPHPHHDTBCSBPBDSDPTDHTPDCSCDDS
Blank	5	DBPCDPB	HHDBHBT	HDPBBDT	DDTBPHB	HDPBHBC	TPBCCDC	UNIQUE	DBPCDPBHHDBHBTHDPBBDTDDTBPHBHDPBHBCTPBCCDC
Blank	1,4,5	CPBSPBB	BPCTTPH	HDBCPDB	TCHSBBT	SPDTTDT	DHSTCPC	UNIQUE	CPBSPBBBPCTTPHHDBCPDBTCHSBBTSPDTTDTDHSTCPC
Blank	2,4	CSBPTDH	SBCPCBP	PCSBCPD	TDTTDDD	HBSSBDD	PHPTPPT	UNIQUE	CSBPTDHSBCPCBPPCSBCPDTDTTDDDHBSSBDDPHPTPPT
Blank	1,3,6	BCDCPDD	BHBDTCT	SPTHBPB	DBBPSCD	BSTHBHD	SDSTTPP	UNIQUE	BCDCPDDBHBDTCTSPTHBPBDBBPSCDBSTHBHDSDSTTPP
Blank	1,2,3,4	CPHSHPC	DDDHCDS	HPHTDPB	HCSDPBH	PTBCSPT	BPPHCDB	UNIQUE	CPHSHPCDDDHCDSHPHTDPBHCSDPBHPTBCSPTBPPHCDB
Plus	1,4	DPTDCSH	CHBSSHH	TDBTDDS	BCTSDCH	BBBBBBB	BBBBBBB	UNIQUE	DPTDCSHCHBSSHHTDBTDDSBCTSDCHBBBBBBBBBBBBBB
Blank	1	DSDDCPT	PBBCDCD	HDBPTSP	PTCCPDT	BPPBBPB	TDPPPTD	UNIQUE	DSDDCPTPBBCDCDHDBPTSPPTCCPDTBPPBBPBTDPPPTD
Blank	2,4	CSSSCHD	CPHBHPT	DTDTDDP	PPHDPPH	HBHTSDD	PSBPBTP	UNIQUE	CSSSCHDCPHBHPTDTDTDDPPPHDPPHHBHTSDDPSBPBTP
Blank	1,2,3	HSDBSBD	HPCSCDP	CPSCCSB	TPHTCSS	BBBBBBB	BBBBBBB	UNIQUE	HSDBSBDHPCSCDPCPSCCSBTPHTCSSBBBBBBBBBBBBBB
Snake	3,5,6	BHDHHBT	DPCSHBC	TSCDBHT	DCCCBCS	HSTBBHD	BTTHBCB	UNIQUE	BHDHHBTDPCSHBCTSCDBHTDCCCBCSHSTBBHDBTTHBCB
Blank	1,5	HCTDPHC	PBDHPPP	HCPSHDP	SCCDCHC	SPTSHCS	BTSHDPT	UNIQUE	HCTDPHCPBDHPPPHCPSHDPSCCDCHCSPTSHCSBTSHDPT
Snake	5	STSTTHC	CHBSBCH	TSSCPTH	SSCHCHS	HTBBDPP	SBTSBSD	UNIQUE	STSTTHCCHBSBCHTSSCPTHSSCHCHSHTBBDPPSBTSBSD
Blank	2,5	SSBCBCH	TCTHCBC	BTBSHCD	HSSSDDP	SCBHBCB	CBTDPHT	UNIQUE	SSBCBCHTCTHCBCBTBSHCDHSSSDDPSCBHBCBCBTDPHT
Blank	3,6	BBBBBBB	PBTSSPP	HPDTPBS	CTSCDSB	SSDTPHC	PCDPBHC	UNIQUE	BBBBBBBPBTSSPPHPDTPBSCTSCDSBSSDTPHCPCDPBHC
Blank	2,3,6	TCSBSCT	DSBPTDH	SSTCDCS	SPHCTHP	PBTDPHH	DBSDSDH	UNIQUE	TCSBSCTDSBPTDHSSTCDCSSPHCTHPPBTDPHHDBSDSDH
Blank	5	CPPHPBH	DTHBPBB	SCBBCPT	THCCTTD	SSHBBDS	PSHDPDP	UNIQUE	CPPHPBHDTHBPBBSCBBCPTTHCCTTDSSHBBDSPSHDPDP
Blank	1,2,5,6	HDHTHPD	HPSSHSC	TSTHSSP	THTDCTB	STBBCCS	BBDSHBD	UNIQUE	HDHTHPDHPSSHSCTSTHSSPTHTDCTBSTBBCCSBBDSHBD
Blank	2	CSBCBPB	TPDTPCS	HSBTPCH	CHCCDCT	CDSBBCC	SSTPCBB	UNIQUE	CSBCBPBTPDTPCSHSBTPCHCHCCDCTCDSBBCCSSTPCBB
Plus	1,3	SCPPBHB	PDDTSBT	DSPTBBD	SCTCTCC	PSHHHTD	SHPHPDT	UNIQUE	SCPPBHBPDDTSBTDSPTBBDSCTCTCCPSHHHTDSHPHPDT
Blank	2,6	TSBHBTS	DBTHTTP	PBHCHCT	DTCBCHP	BDTCCCB	DSDDTTS	UNIQUE	TSBHBTSDBTHTTPPBHCHCTDTCBCHPBDTCCCBDSDDTTS
Clover	2,5	TSPBSPS	DBCBDHH	CTHHTDH	DBSSBPD	PCBSTPH	HSBCBTS	UNIQUE	TSPBSPSDBCBDHHCTHHTDHDBSSBPDPCBSTPHHSBCBTS
Blank	5,6	CTCHPHB	BDBDHBD	DHSTCPC	SPHCTBD	TSBPPDP	PSPPPCD	UNIQUE	CTCHPHBBDBDHBDDHSTCPCSPHCTBDTSBPPDPPSPPPCD
Blank	1,3,6	PCHTPDH	DPSHBST	TPCBDDB	HBHPHPH	DHDPDSH	DBCBDPT	UNIQUE	PCHTPDHDPSHBSTTPCBDDBHBHPHPHDHDPDSHDBCBDPT
Blank	2,3,5	CDDHHCD	CBBPCBD	TBHTBDS	TSBDDDD	PHHDDBP	PHHCPHB	UNIQUE	CDDHHCDCBBPCBDTBHTBDSTSBDDDDPHHDDBPPHHCPHB
Blank	2,4,5	BPSHPHP	DHTHCTH	SCTCHHB	TDSHSCD	HPTDCSB	SBSBCPS	UNIQUE	BPSHPHPDHTHCTHSCTCHHBTDSHSCDHPTDCSBSBSBCPS
Blank	5	HHPHSDP	SHCSDBD	PSPDDBC	DCTHBPH	BTCSDSB	TCSHSBT	UNIQUE	HHPHSDPSHCSDBDPSPDDBCDCTHBPHBTCSDSBTCSHSBT
Blank	2,4	BTTHBSS	CHBHPHP	TCSBSPT	DPSCPBH	CDHHSHP	DCBHCDP	UNIQUE	BTTHBSSCHBHPHPTCSBSPTDPSCPBHCDHHSHPDCBHCDP
Blank	2,3,4,6	STPSBDC	DCSCBBS	HBHCDDT	CDHSTSC	CHBHBCB	TBSHPBH	UNIQUE	STPSBDCDCSCBBSHBHCDDTCDHSTSCCHBHBCBTBSHPBH
Plus	1,2,3,5	CPPSDSH	CTCTTTS	CPPPTDS	CDPPTHD	PHBBPTB	BSHDCTH	UNIQUE	CPPSDSHCTCTTTSCPPPTDSCDPPTHDPHBBPTBBSHDCTH
Blank	5,6	DCDSPTD	DBSTHSC	TDHDDHH	DBTCDHS	DPSPBBC	DCBCPSH	UNIQUE	DCDSPTDDBSTHSCTDHDDHHDBTCDHSDPSPBBCDCBCPSH
Blank	4,5,6	DCSDHCT	SCCTDSH	TTHPPCT	PPHTCDD	BPPPHHP	PBSBSTC	UNIQUE	DCSDHCTSCCTDSHTTHPPCTPPHTCDDBPPPHHPPBSBSTC
Hex	2	DPBBPCH	BBBSCBP	DDCTTDH	PDHBBHT	THDSBBC	TBTPSCD	UNIQUE	DPBBPCHBBBSCBPDDCTTDHPDHBBHTTHDSBBCTBTPSCD
Blank	2,3,6	DHDHSDT	BTHCBBB	HHCTPDD	CBPSHHP	HCPBCSH	STDSTTH	UNIQUE	DHDHSDTBTHCBBBHHCTPDDCBPSHHPHCPBCSHSTDSTTH
Blank	6	DCBSPDP	CSPTHHP	BBBBBBB	BBBBBBB	BBBBBBB	PHBCSBP	UNIQUE	DCBSPDPCSPTHHPBBBBBBBBBBBBBBBBBBBBBPHBCSBP
Blank	2	SBTPDTT	TDHPDTD	BPHPCPD	PPSDTCT	CCCTDPB	PBTHPSB	UNIQUE	SBTPDTTTDHPDTDBPHPCPDPPSDTCTCCCTDPBPBTHPSB
Blank	2	HHCDCCP	SCBDCBH	PTDDTCT	HSTPPBT	SDBCTDC	CTBPTST	UNIQUE	HHCDCCPSCBDCBHPTDDTCTHSTPPBTSDBCTDCCTBPTST
Blank	1,2,3	PSCTSSH	PSSPSBT	SHBBBSP	HBTHTBC	PCCSPHD	PHTPPSP	UNIQUE	PSCTSSHPSSPSBTSHBBBSPHBTHTBCPCCSPHDPHTPPSP
Snake	6	HCCCPDC	PPCHPSP	BTCTTSB	HCBDHBD	PDSPPSD	BPHDDPD	UNIQUE	HCCCPDCPPCHPSPBTCTTSBHCBDHBDPDSPPSDBPHDDPD
Blank	5	DSSTDBH	SBCHTHD	PBDDSTT	SDHHPTH	BBDCDDH	CSBCTDH	UNIQUE	DSSTDBHSBCHTHDPBDDSTTSDHHPTHBBDCDDHCSBCTDH
Plus	2	DHSHTBD	BDSTBDP	HDBTBHP	DHHTDHS	STDPPSP	PDHSDTH	UNIQUE	DHSHTBDBDSTBDPHDBTBHPDHHTDHSSTDPPSPPDHSDTH
Blank	5,6	CSDHDSB	PHBBDPT	BCDDSBP	BCPPPDD	DCSCPDS	CPTPBCP	UNIQUE	CSDHDSBPHBBDPTBCDDSBPBCPPPDDDCSCPDSCPTPBCP
Blank	2,3,4,6	HTDTCSD	CHCCCBS	HSBSTCT	CHSTDBS	PPSSCSD	SPHPPSH	UNIQUE	HTDTCSDCHCCCBSHSBSTCTCHSTDBSPPSSCSDSPHPPSH
Plus	2,5	HPPBBPC	TBPDCSS	HBHPBTD	DHSSCBD	DBPDHSB	STBDSDC	UNIQUE	HPPBBPCTBPDCSSHBHPBTDDHSSCBDDBPDHSBSTBDSDC
Blank	5,6	BDHDBDS	SSDHCCT	HDTSDHS	BPTCTCC	HBBSBSD	CHHPTHD	UNIQUE	BDHDBDSSSDHCCTHDTSDHSBPTCTCCHBBSBSDCHHPTHD
Blank	1,5,6	DPSHSHD	SHTTPTP	PSTHHCH	BHBCDPB	DTHPHSS	TTBPTCH	UNIQUE	DPSHSHDSHTTPTPPSTHHCHBHBCDPBDTHPHSSTTBPTCH
Blank	3	HTHDDHP	TSDPCTB	CSTHSBT	STHBDCC	BTHCPTD	HDTDPDP	UNIQUE	HTHDDHPTSDPCTBCSTHSBTSTHBDCCBTHCPTDHDTDPDP
Blank	2	CHTSDSP	PPSBTCH	HBTPBDC	PHCHCBP	BDHHBDD	CCSSHBS	UNIQUE	CHTSDSPPPSBTCHHBTPBDCPHCHCBPBDHHBDDCCSSHBS
