Image	Piece	Links	Code 1	Code 2	Code 3	Code 4	Code 5	Code 6
	Blank	2,3,6	SDBTPBH	BCSCPHB	CSSDCPD	CBCSCTD	PDPPCPB	SCPDSTC
	Blank	1,2,4	SDBTSSH	TTBDDSH	CDBHBBP	SDSTSCS	BBBBBBB	BBBBBBB
	Blank	2,5	SDHSDSB	DDPPBHD	CHBPHPH	SSDHHHC	BHHHDCP	TPBSBHP
	Blank	1,3,4,5,6	DHPDCHT	CHTHDBT	TBSHPBH	CTSSBPP	DHTHCTH	CDHHHSB
	Blank	1,3,6	TSCSDPP	PPDDSHP	TSDPDTT	BPBPHDH	HHDSBPD	BSDHBPD
	Blank	1,2,3,4,5,6	TSCCCCB	THSBDBT	BDTDSSB	BHPHSSP	PBSPCTH	HDBTCDT
	Blank	2,6	DBCDSDH	BTHBBST	BBBBBBB	BBBBBBB	BBBBBBB	SHDBPCP
	Diamond	5	SHHBHBT	HBDDHTC	SBDDHDS	BCHDPBB	BSPBHPD	TSBHHDT
	Blank	2,3,6	DCHTPHB	BPBCDDD	PCCBDDD	CDSCPCB	SSSSTTB	PDDDSBB
	Blank	5	HSTTCHH	CSSBDCS	PDBDTPD	PHCBSDC	CPBSTHP	DPHHCTB
	Clover	2	CDDBSBB	CSCTTDH	HHPHTHB	DCHSTDB	CPCTCPS	DSDHDHB
	Clover	4	SSCHDBP	CSPHHST	PBCDTHT	TBPDDTB	CSHBBPH	DPPCCBC
	Blank	2,5	HHPHPTS	TDTBTBH	BPTDTTP	DTHTTST	DTHCSTB	HHBPTSS
	Blank	3,5,6	STTCDCD	PPDBBCC	DPSHSCS	SDTCCSH	TCCTDDD	STHPTST
	Blank	3,4,5	CSDPPTP	PPDHTHP	CDBCHDC	TBHHHHB	DSBHDCC	PPDTCBT
	Blank	4	SHCHHHC	DHPPCDT	PSBDPBD	DCHDDTS	PHHHHSP	CPSTDHP
	Blank	1,3,4,6	TDTCSTS	HSTHHTC	PBPCBCB	BDCBHSP	THTPPTB	DPSBHSH
	Blank	1,2,3,4,5,6	BBTDDSC	BBBBSDS	HHCSDCS	TPCBCBC	DPBBSBD	SBSTCHD
	Blank	2,6	PSHHDSD	PBBBDDS	PDCDDCS	CSHHBSP	BBBCDBC	DSBTDTD
	Plus	5	HBCCSPH	BSTHBHD	CTTTSHH	TBDTSDS	PDDTBTP	PHCPHTC
	Clover	5,6	SSHSDTB	DHBPDPH	CTTPPCC	BSTPBDD	TPDPTSP	BHPPCSH
	Blank	3,5,6	TDHSTBC	PPBHSHS	CTDCSSH	BTBPHHS	TDHPDTD	TSTTCTH
	Blank	1	TSCSDPP	PPTSPHC	PSHHHTD	PPBCHDC	HHSTTPB	HTTHPCD
	Blank	1,2,3,5,6	HPCPBSD	DCPTHBD	TTSPSSH	CCDDDPD	HHPSBTH	CSSPTHP
	Blank	3	SBPHTST	TSBSSBP	TDTHTTD	SSPPTHH	CPBTTPH	DBBBCTH
	Blank	2,5,6	TCBTPSP	CHPHHCT	SSTPTCD	BBBBBBP	HTDDCPD	CPDSTDS
	Blank	3	DBPTTCT	DPBSCHD	PBCDTCS	TCHDSHB	BBSSTTT	CCCTDDS
	Blank	4	DSDDSCP	BBBBBBB	BBBBBBB	SSHBDCP	TTCSBBS	PSBTSDD
	Blank	1,3	CPPTPHP	HHHTSBP	HDCDPHS	DBBBTHP	HHTSTCP	SSHDTTB
	Blank	2,5	CBTSHHB	THDHBSD	CCSDTDS	BHHTSSP	PDHTDHH	HCDBSPS
	Diamond	1,2,3,4,5,6	CPCCHCP	SCTTCBP	PSHDBBH	BBDSTSH	HHCPSDH	PBCCTPC
	Blank	5	HCDSCTD	PDDHSTB	CDTBTDB	BBSPDPD	BHDDPTB	BPHCBST
	Blank	1	TDTPPHH	PBCDBBH	DHDSSDC	CDTPTTP	SCCSCTC	DCTTPHS
	Blank	5	DCHBBDP	BCCDCHC	DSCPSCH	HHSSSHT	HBDBDHT	BSTDHDH
	Blank	1,4,6	HDPTTTH	CHTCDHT	DHBSPPS	HTPBHHH	HCCSCHC	PCHPDHB
	Snake	2,5	TPSTBHC	HSCTCHH	BHHDHPH	TCDHSCB	HTBTHBD	CPHSPBS
	Blank	4,6	PTDTDBT	PPTPSTP	SPTPCCP	HDDHPHP	DSDDDPC	BDSPCHD
	Blank	2,5	SDPSBTB	HBTDCPH	SBDCPHP	HHHBHSP	PCPHDPP	SPTDPSP
	Blank	1,2,3,4,5,6	TSDPDCP	HTBHBTD	HHBCCST	TDDTDBT	DSBPDPS	TTDCHDS
	Blank	2,6	CTHCSCS	BDDHSDD	BSDCCSH	TBDBHDB	THCHHBD	TPDTPTS
	Blank	3,6	HHPDSHS	PDCTSCS	PTTPTDH	THHDSSS	BSCCHDC	PHHSTPC
	Plus	1,2,6	TPTCCST	CTTTDSP	PDCPBPD	DCPSTPD	CCTHHCH	CDDCDCC
	Blank	1,4,5	HHSDTHP	SBPTBCS	DBDBBPB	TBCHCTS	CPDTHPT	CPSTCBC
	Blank	2,5	TBSPTPS	CCTDTPC	CBTCSHT	BTHTTPP	HBSCHCB	BTCSTBC
	Blank	2,5	THTPTPB	TDBCDDH	CDTTCCS	CHBDTPC	BDHTTTP	HHHSCSB
	Blank	2,5,6	STTTPDH	HBSTTDB	CCBHSSC	BHHHCBC	CCBTBHB	CTHPCSC
	Blank	1,3,4	SSHHPTT	DTDCBBB	PSDBSBB	PBHDTSC	SPBSSHS	STBSDCS
	Blank	2,4,6	PSDDHDC	HHDPSCC	DBPTBTS	DPDSBCD	CCCPTCP	PTHHSHS
	Blank	2,3,5	BBCBHTC	BTTTPTT	DBCHTDC	DBSCCTH	BDHSBTD	TPHSPTT
	Blank	4,5	PHPTCTP	CDSBBCC	TBSDDCP	BHTPBBD	TCTHCBC	CBPSBDC
	Blank	2,3,5	HBTCCSP	CBBTBPT	HSDDPPB	SPCHDPC	CPPCPTH	PCPDHTP
	Blank	5	DBTDSHS	SSSCDDH	TPBCCDC	PBDDCBP	DBSTDPB	BHCCSTC
	Blank	3,6	CTSHCTH	PSSBPSC	HCBTDTS	BHCCHBT	CHTPCPH	TPDHSPS
	Blank	2,5,6	HDBBPSP	CHPPTHP	CPPHCTH	SBCCBPS	CPTDDBP	DHCCTPD
	Blank	4,6	SHPTCSB	DPHCSHB	PHPBHDT	PDDTSBD	TPCPDHT	TTHBPCB
	Blank	1,2,6	SBDPDHP	DPSBTST	CCSPSPB	SHCTBDD	DDHDHHS	TPPPTCS
	Blank	6	PPTCTHH	CCHHBSP	PBPSCDS	DDCDPBT	PDTSCPC	PCTPSDT
	Blank	3,6	TPBHHSD	TTTPBBH	HCHTCPB	BCHHBDT	PBBDTPH	TBTHTPC
	Hex	3,6	TDTBCTC	DPCTBTD	CHHSTCT	CSHTHBD	STCPPPC	DCHTDDP
	Blank	1,3	HDTBPTC	SBCDBBD	BTSPPHP	HHBBSSS	THHHBDT	HPBDHDS
	Blank	1,3	HBHHTSS	DTBBSTB	SCPCPHB	DBTBBHH	TTTCHPB	BCBDPCP
	Snake	1	TSTBBTC	HPCCSHP	BTCSCBS	CPCHCTC	DDHSTDD	TDCSPST
	Blank	1,2,3,4,5,6	PDTPPSC	SHBSTPD	BDBSTTP	HCBSSBT	SPPBCHH	HPCPCBS
	Blank	3,5	CPSCDBP	DHPHDTP	DDHSCTP	THPTDTH	PHBCSDB	DDCDCST
	Blank	3,6	CHPBPPT	TSBHHST	CPBHTPD	PSSPHCP	TBSPHPS	PTBCDPS
	Diamond	2,4	BPPBDSD	CBCDSPS	HHCPSCH	TCCBHTB	CCBDDSB	TCBBTBH
	Blank	5	PPSHTHS	PPSSCSD	SDDCBHB	BPDPDBP	SPTDSHB	TBPBBBP
	Snake	6	PTHDTBD	DCTDCHS	SCSTSCP	SCCHDHS	PCHTDBC	HCCHCBH
	Blank	2,6	HSBCSPD	SSDPPTT	BPSTTTH	DTPPCPP	TBCDCPC	DDCBHCP
	Blank	6	PCBTDCT	CCSPDDT	DHHDHDT	CDCTPTH	CPBHBSB	SCTCTPC
	Blank	3	DSDBPSP	SHDDDHB	THDCHHT	PTHPSBB	DSHHSHH	BTHDSTT
	Blank	3,4,5	SCCTPSB	SHSCBCC	CTCDCCT	DHCDCBP	DSDSSCS	CBBHDPS
	Blank	3,6	CDTSHDT	HBSDCTD	PSDTTSH	SDPTBBT	DDBBTPC	TCTHPDB
	Blank	3	PBCTHSP	CCTCHTT	TSPTTBS	DTBTDHB	DTSSHSH	HPBDBDT
	Blank	1	HSDBCHT	SHPSHHC	SPTBBHD	HHDSDPC	PPDCCTT	BDHCHCS
	Blank	2,5,6	SDDHPHC	DBHBSHC	CSBSDTH	PHCDBBP	CTDSSCP	TDDCDBP
	Blank	4	PCHPTPB	CBSCSHD	BTDTTSC	TDDBHCT	PHCHDCC	THTPDBC
	Blank	2,3,5	CSCDSHH	CHDHTBT	BCDPDDS	BBTHBPP	DDTHDHS	BBBHSTD
	Blank	2	SDDCBHS	DBDBDSS	HSTHPBD	PTPTBTS	DTTCCDC	DDPDPPT
	Blank	6	BHTSTTS	TBBTHST	DCSTDCT	HSDSBPH	HTHPSHB	TSBHCDC
	Plus	2	SDCTDHC	SDDCHHC	THBSPDH	HCDBTPT	PTHHCDC	SDDSPHC
	Blank	3	HTHBBPP	SDSSCST	HBDCTPP	SPSTSSS	PHBBSDP	PPPBPDT
	Diamond	2,3	HCCPSPH	HTDBDPS	PSBBSCH	DHCPDBC	CTBPCDP	DDCPPDC
	Blank	1,2,3,6	CCBSPDD	BDHSBTD	DHBSTDC	TDHDDPH	BPCHTHD	SCCBBDS
	Blank	3,6	DBSTSTP	CPTHPTC	DPDHBBB	THPBHDD	SPHCCCH	PBDBPTT
	Plus	4	HBCDSDP	HSTDSTD	BTCCHDS	HHDTHTT	BTTBTCS	SBDCCTD
	Blank	2,5	PPTHBTH	PBDHCSC	PTSSCSP	CPSCDBP	BTTPHPH	HPBTDCT
	Blank	2,5,6	TDSDBCD	BPHSSPS	DPTPBHB	TPHDTSP	THBPSTD	CBDHTST
	Blank	5	DHCBHCB	CBDHCHH	HHBPTSS	PDHTBPT	CBCBSBC	BDDBCBD
	Blank	4,5	SBPPCPS	THCBSPB	BHDBBPD	DDCCSDC	HSCTCHH	CCBCBPP
	Blank	1	HTDHBTP	DCSTSHP	STHDSTS	DHTHDSB	THTCBTT	CDBSHSP
	Blank	2,5,6	HDTSDPS	TCCDDCT	SPCSCCD	CHDTTPP	THCSBPS	CSTBBDB
	Blank	2,3,5,6	CPCDHDS	SSDDBBS	TCBHSST	TCTHDHP	DDSBSCH	CSCBDDP
	Blank	6	TTBSTHS	STDBDPS	CPSHDDH	THHTHHB	TDTCHTT	PHTBTTH
	Blank	3,6	HHDPDTP	SSTHTTH	DSBHPBS	PDTSDBH	CSBHTSB	DBPDSDH
	Blank	2,6	HBBSBSC	DPPTDCH	HBHTHSB	CTTCSBT	SBDHDTB	BCBPHDC
	Blank	2,4	BSDCSPH	HBDCCSD	SPPDDCH	CPDSDTH	DBSHSCD	TDDCCCS
	Hex	1,3	PBTBPPS	DTBTBPH	SBCPDSP	BDHDBDS	HDBTHDH	BBHDCTB
	Blank	3,5,6	BSCCSBH	CCHPHHS	DPDTCCH	CTHHSTH	DTBPHTP	BHPBPPS
	Blank	3,5	HTCDDHC	SDPTPCB	SHPBSDD	DHPDBPP	PCHBPSH	CHCTBHC
	Blank	2,5,6	HCPPCDB	SSDSBPS	SSPTBBB	SDHCSHB	HDCCPSP	CPSCCSB
	Plus	2,5,6	PTSHDDS	TSSDTHD	BPHSDBH	PBCTDHD	TSTTBBT	SPCCCSD
	Blank	5	STCHBCD	BPSHBHT	BTCSPTB	TTDCHDB	HPCTPHB	HSCCTTD
	Blank	1,3	PTPHHHS	DCBDDCC	CHDDBCC	CSCCDCT	SHSTBTH	DTPHTHD
	Blank	5,6	DBHDPBD	CTPCTSH	DSSHBCS	TTSSPPH	DBDCDCP	SHSHBCB
	Blank	1,5,6	HCPTBTB	CDDSSCD	HBBBCDD	SCCSPDB	TDSDPDC	DBTPDCH
	Blank	2,3	BHTSCCB	PBTCBHP	HDTBBPH	PBHCHTT	SDSDHCT	BBHCSPP
	Blank	2,3,5,6	PDPDTTT	PBSPBSB	HCSPTDB	THHCPCP	BDCHHHB	PBCPDBD
	Blank	4	CBHSBDC	DBBCPDC	SDTSSBP	THSBPPB	BCBCDBH	DHBTSTB
	Blank	3,6	BPDDBBH	PPBTBBP	PCCHHBB	PBCSHSS	HCHSBSH	SHDSDHD
	Blank	3,6	BSBSHTC	SHDDDPS	HHCTDCB	HPPCHSH	HTCDSTD	BTDTCBB
	Blank	5	CDCHPSC	SDBSCDH	SPHPDSB	CPHHDHH	HSBHHDT	BCDBBST
	Hex	6	CHDCCCD	HBDPCTC	BHTDCPP	CBSPBBD	TCCSDDB	DPPSHSB
	Blank	2,3,5	CHPHSDS	HBPDPHD	BHDCPSS	BPPTHHT	BDBCSBP	HDPHDDS
	Diamond	1,3,4	CHPTPPD	TTSCTHH	TCHTCSD	TCHBSBB	HDHCHSC	PBHDCHD
	Snake	5	CHSDPPB	STDHHTB	HHPHHSH	CCTTDDB	HTPHBBB	DSCTDBB
	Blank	3,6	CPBPHBT	BBTDSCD	TSHSCSD	HTHBPBD	DCPSBDP	BPTCDHC
	Snake	2,5	CPBPPHC	HTBTHBD	DHPDDSD	CBDPTDB	BCCBCHP	PHCTDCS
	Blank	1,3,6	CPDSTDS	TCBTPSP	CHPHHCT	SSTPTCD	BBBBBBP	HTDDCPD
	Blank	2,5	CPSHDDH	DSPPCDC	CCHPTHH	HPTBCSB	THSTBPC	DBBDPHP
	Blank	3	CPSPTPC	DDHTCPP	THBBHCP	DCSPBDD	DSSCHHD	DTSDCST
	Blank	2	CSHHSSH	STCBTBP	DHPCDCB	PHTTBCB	PCDPTPD	TDTSDST
	Blank	1,4	CTDDHSS	BBDTDSD	HHTPCSB	SBPTPDH	DHCHHBC	TDBSSCH
	Blank	2	CTHSTCH	SHDCTSB	CBHDCCT	DTCCCTH	HSCBBST	TBBHCPT
	Blank	2	CTTTTHT	CTDSSCP	HBTDSSS	DDHBTBC	HSSDPHT	TCTCCPB
	Blank	4	DBBPSCD	HSPHSBT	HTHTTHB	SHPTCDB	HPPTPSP	CTTTSHH
	Clover	2,5,6	DBDTDBD	DDCSTBS	SPPDBCT	BBHPDCD	PCTPDST	HPBHPDS
	Blank	5,6	DCDTCSC	BPDDPTP	SCBBDHB	BHCSTTH	SCDCSST	PBHSTBS
	Blank	1,4,6	DCHBBSS	BTTTBSH	THBHTHP	TTSDDSH	CDTDBTH	HCSSTSS
	Blank	4,6	DHBPBTD	SPCDSTC	BCTPSDH	DCBTHPB	DTBDTBT	HSHHDCT
	Blank	3,6	DPBHHDS	HTPPPTB	PPPTPPH	DCBDCHP	PDTHHPC	HPBBSHS
	Blank	2,3,4,5	DSCSDHD	SHHTTBP	BCHTPCT	PCSSSCT	TCTDHCD	PDDDBCT
	Plus	5,6	DTPBPSS	BTSTHPB	TTBBHDP	HSTSDCH	CTDSPSH	TTDHCHB
	Clover	6	DTSTBCD	CTTCDCT	HHSHHDP	STCHHCC	CSCCHHB	BBTTBSS
	Blank	2	HBCTCBC	THDCSBC	THBCSCT	HSPCDPT	DTCSSDC	CPCCTBP
	Blank	1,3,4,5,6	HBPDDTB	SDCSSDS	TTTSSSH	TTCPSPS	BTSPHDT	BBBTSSS
	Blank	4,6	HCBBTPB	TSDDSHD	HTDBBBT	PCTCTSP	CDDTBTH	DBHCDHB
	Blank	4	HCCPDTH	BBBBBBB	BBBBBBB	PTDCBSD	PPDHTHP	PBSCPDB
	Blank	4	HCDTPPS	SBCCBST	PPDTCBT	TSTPCBP	DSHSSPS	DTSSHSH
	Blank	3,5	HCHPTHC	CPCCCPT	TCBSPPS	CSBBTPB	SDBBDPP	BSTPDPS
	Blank	2,5	HCPSSSD	SSPDBPS	SSTPCBB	PHPTCTP	PBSHBTD	BCDDTTH
	Blank	2	HCTBPCP	STPTTSD	TTPCPBB	TDDPHTT	PTTSSPC	TDSSBCC
	Blank	3	HCTCDDT	CPHCBBD	PDDSHCC	CCCPCTS	THCDTTC	PCCDDBS
	Blank	1,5	HCTSCHD	BPBCHHP	SPHCBHD	HSHPBDS	DSBTDDS	HPPCBTT
	Blank	2,4	HDBCTTT	DPPSPSS	PSPBTDC	BHDCDSB	CDPTTCT	CDPTTCT
	Blank	1,5,6	HDPCSPB	BBSCHBH	CPSSBDB	TCPCCPT	HTDDTHD	CDCHPDD
	Blank	6	HHCHPPH	SPDDCBT	TCBDBSP	PDSTCTB	SPCBPPD	SBBPDBT
	Blank	1,3,6	HHPDTBT	CCHTHCH	PTPBPPT	HHDBTBS	PCDSSSC	HBSPPPB
	Blank	1,2,3,6	HHSDDPP	PPBTHHC	SHPBCTT	SHTBHTB	DDPPTPP	DDCBSTH
	Blank	2,3	HPBDPDB	HSCBSDH	TTCHTTS	CBPPHBH	PHCCPCP	HSSDHBD
	Blank	5	HPCHHBS	PCCTCTP	HTDDDCP	PDPSTBB	TSCDPCP	TSDPBPB
	Diamond	2,3,6	HPHCBTS	DCBTHSS	HTHPHCP	CBCSBHC	HHDSHDB	PTHCTDT
	Diamond	2,6	HPPHPPS	DPHCPHD	HSSPDTS	BHPDHCS	HBSCHBT	BSHDHCT
	Diamond	3	HSCCBBD	BCTDCCS	PDCSDTD	HCHHDBT	TSDSDTD	BSTHHHC
	Blank	4,6	HSDDSTD	SCDCPDC	HTDTTBB	DTTBPDH	HDPDPSD	HSDCSHB
	Blank	2,5	HSHDBPS	DTSTPTC	CTTPHHH	SDDSDCC	DDDSCCS	DHTCSCB
	Blank	3,5,6	HSPSDSB	HSDSCTT	BSCHP?S	BCHTCDB	STBHHHT	HDDHSBS
	Blank	2,3,5	HTDSPBP	TBPDDDS	HSDBHCB	CTCDBCB	BDDDDCC	HTHTHBP
	Blank	6	HTDTHPC	DPSHDBS	BPSSDHT	BHTHBDD	TTTTCCT	TPSTDDH
	Hex	3,5,6	PBBTBDP	BPBSCBC	BPSCDHD	CPBPBCD	BBDCBCC	DCCCBBB
	Clover	1,6	PCHDHHB	BBBBBBB	BBBBBBB	BBBBBBB	BBBBBBB	DBDCBBD
	Blank	1,4	PCPHTDP	BPPDDDP	PDHBCBT	TDBTBHD	BBBBBBB	BBBBBBB
	Blank	2,4,6	PCSHCHC	CCCDPHC	DSCTDBB	TPPPTSP	PBTHPTB	HSCTDDB
	Blank	2,5	PDCBHTD	CTPCDPC	HTSDHTT	CCHTBTC	CSHSPBC	PCTBBPD
	Diamond	2,5	PDCCBTH	CHSPBHH	BSTPDPS	TSBHBTC	SHPTTDS	TSPDSBB
	Blank	2,5	PDDBSTS	CCTSBCP	PHBTHPD	CBPPCCP	TSPHHSB	PDSSPSP
	Blank	2	PHCCPDP	CDSCTTC	SSDPDBS	BPTHBPH	CSHSBHH	DCBDBDD
	Blank	1,5	PHCTDHS	PPSSSPS	PCTDHBP	PBSSDBP	SHSDTTT	SCSCDSP
	Blank	5	PHPPDTT	SPDCSTP	BBSDHCP	THPBCHH	BDBDBTB	TPHTTTT
	Blank	1,2,4,6	PHPTTBS	TBCDBHP	SHTSCHS	HDCHHCH	SDDCHTD	DTTPTCD
	Blank	1,3,6	PSCCTPD	HHTCBPP	HSCSTTT	DDBDPBH	PSTHBBH	TTTSSSH
	Blank	3,6	PSTBDCT	BHCPPHD	DTPSHPH	THHPHCC	CBHHBHC	THBTBCH
	Hex	4,6	PTBCBTC	DTCCCTH	DTDPPHP	CCHCCHB	TBDCTCS	DBCSDTT
	Plus	2,4	PTCSHDD	THSTCCP	TTTBSPT	BDSTBSH	PCHPCDS	BTPPTBC
	Blank	2,3,5,6	PTDTPSS	SHCSHBC	DSSHCCH	SHBBSHC	TDTPDDC	HDCBSHS
	Blank	1	PTHBPPP	CPBTTPH	CCPDPTH	PBPCCHD	HBDBCCP	DDSBDBH
	Blank	4,6	PTHCBTH	SDSDHCT	BHPCHCB	TBPCPPC	SHHHSHB	HCHTTTC
	Blank	2,5	PTHCPTD	PHHSTSH	THHBBPT	HBCTCBC	PHHCPHC	CDPHHSS
	Blank	3	PTPTSCS	SPCDHCP	BHTCSPD	BHBTPDS	HCBHPCP	BBDPPBH
	Blank	3,6	PTTCTDP	BSBTPSP	CTCSSST	PDSTHTH	BHCPHTP	STBDCBD
	Blank	3	PTTPHTS	SSCSCSH	BSBBDPT	PTPTSCS	PSTTHSP	CSDTPTB
	Blank	3,5,6	SBDSSDB	BHDBSPH	CHSBDBB	DCBHBPC	BHSSDCD	DDBBPBC
	Blank	3,6	SBPDHBS	PPBHTCC	DCBTTPD	PTSDHSH	PDCDTHC	BBPTBSS
	Blank	2,4	SBPHBHD	TPDSCCP	THBSPCD	TDPHTCT	TBPBDDT	DHBDHHH
	Blank	3	SDHTHSD	CHTCHDS	HCSBTSP	SCHTTCB	HPPHSCT	DSTPDSC
	Blank	2,3,6	SDPDCCD	DHTTPSC	SBBPDCT	PDPDTTT	TTDCTHD	DTBDBTC
	Blank	2,4,5	SDSBHCP	PBDBTHB	CSBSHHD	SHTCSCD	TTTDPBP	DBCBPHH
	Diamond	2,3,6	SDSPPCT	SSHBSDB	DTPHSBH	HCDSCTD	BSSSSDS	THHHPTS
	Blank	2,5	SHBTDTC	TBSSBBH	TBDDSCC	SDCCHBC	BPHTPDH	BCPBPBC
	Blank	6	SHCPBBP	SPBSTHB	DPSBHSB	PSDCDBH	PDSBSSP	TPSHHSH
	Blank	2,3,4,5	SHHTHSS	HBSDDCP	BPHDDPD	BBBTCTD	SBTCPTD	CTTDSPB
	Blank	2,3,4	SHPSCPP	CDBBDPC	DBTDTBD	TDPPHDD	SDBTBCS	DBDPDCH
	Blank	1,5	SPBPTHP	HTHCCPD	BBCDPHC	HSHDBPS	PCDCSPB	CPSSBDB
	Clover	1	SPSSHPH	TSSTSSP	CPSTCBC	DSSSDCP	DHTPHTP	CPCBDTH
	Blank	2,5	SSPBSSB	SBDDBBP	TBHSDHB	HDBBPSP	TBTBDCP	BPHCBSB
	Blank	1,2,3,6	STBSBHS	DSPPHHC	TTDBBHS	SBSCHST	SBBBPDS	TSHSCSD
	Blank	2,3,4,6	STCPPHH	CBPCPPH	PSPHPHC	DBCDCHH	SHCCSSS	BTSCTHS
	Blank	2,6	STCSCBH	BPDDCSC	DHHDTTS	BBCBPST	DCBTCDD	BSPPBCT
	Blank	5	STPBHHD	PSHTSCC	DPHHCTB	HHCPCDB	PTCSBDH	TSTPTPS
	Blank	3,6	STPCBHH	DTHDPTT	CBPHDST	BBTDDSC	CHDDDBP	TPTDHPB
	Blank	5	STPPSTC	PDCBBCC	STDBDDC	HCPTBHH	BBBDTSH	HBHHDST
	Blank	1	STPSSST	PSPDCHB	BTBTDPP	BCTHTHD	CBSCDHS	BDDCBBD
	Blank	1	STSSPTP	BTDHCHD	HDBBPDS	CPPBSTC	PSCTHPB	BPSCHTC
	Blank	6	STSTPBC	CCBSBCS	HSCSTDH	TTTCBDH	DHSSBTH	NCTCHCS
	Blank	2,4,6	TBCSHPB	PCHDTDP	PHBPSTB	DBPTBDP	TTHBSSS	STBPTTS
	Blank	1,5	TBPDDTB	THDBHSS	BDTSHPP	HPTPBPC	CPPBDTP	BBBTTSP
	Diamond	3	TBPTHHT	DHBCHDB	SBTTCHS	SSDSHHT	TTHSCSD	DSSTPTC
	Blank	2,5	TBPTTHC	PTPPCPC	BSBSTDS	HHPHHTS	THBBPHD	TPPTCTC
	Blank	2,3	TBTDDDP	DCHDDTS	CSDPCTT	DBSTHPH	PDHBSTD	TBBHTSB
	Blank	2,3	TBTHCTC	SHPPSDP	PPCPBHC	BDPHCBP	TPSBTDD	STBSBHB
	Blank	1,3	TBTHSCP	PPHDSCC	TTBCHBT	DPDHDCB	SBHTTBS	SHBBBDB
	Plus	1,2,4	TCCBHTB	HDHPHTB	SSSSHBS	DPHBPSB	HBSPDDS	TPCCDCC
	Blank	3,5	TCHCHSS	SDHCPBH	CTPHDPC	SBSCPBC	SCCBHTC	DHHDTTS
	Snake	3,6	TCPCPTP	PCDCTTS	CTBHPPT	CPBBTHB	PBPBDHP	SHDCTSB
	Hex	1,3,4	TCPHCBT	HTHDHPD	DDSPBHH	DPSDSHP	TPCPBTT	HSBHTBH
	Blank	6	TCSDDBH	CTPDBBP	DHPPSTC	STHPPHH	BCPTBHS	DCPTPSH
	Blank	2,4	TCTHCHS	TPBCHSB	HHHCHHS	THDHSPP	PBPCSPH	DPTPBHB
	Blank	1,2,5	TCTSPCD	PBHCDHD	BSTHHHC	HCDDTHP	DHPHDHC	TSPSTHB
	Blank	2	TCTTSBH	DPTHBPT	PDHSPDC	THDHBSP	BPHTCTP	DPDCBPT
	Blank	1,2,3,4	TDBTBHD	CBHTHBP	CDDPTHT	PPSTBCP	BBBBBBB	BBBBBBB
	Blank	1,4,5	TDDCDTD	CHHHBBC	TCCPDPT	HSSSPDC	HSHTHHH	PHPSCCC
	Blank	2,4,5	THBCTHT	DSTBDBC	HSPHTCS	PPDHSDS	HPBPPCS	CHCSPPB
	Blank	2,5,6	THBPPSC	BSHTDHP	BTPDSBS	TTCHCDB	SDCHPBC	PDHHPCB
	Blank	6	THCCPPH	PBDBDBT	DBCSSTP	PPDSHCD	CPBDSBT	DSSCTSP
	Blank	2,6	THSBDCS	TTPCCCD	BPHCBSB	HHHPCTH	DDBSCHH	HDSCTCS
	Blank	3,4,6	THSBHDD	DHTDPCB	DSBSDSB	BDSTBCH	PPTPSTP	SPSHBCP
	Blank	1,2,5,6	TSBSHHP	PDBHSBC	BTHCBSS	PPPBHCB	PBHBSPH	TDPSCHS
	Blank	3,6	TSBSPBB	DPSHSSS	TBSSSCB	STPHDTB	HBPHBCB	PTBTPDH
	Blank	3	TSCBDSP	HHTDPTP	SHHCPDT	BBDHPPS	HHTPHDT	PSTPHST
	Blank	2,4	TSCCPCC	TBHHCCT	PBTPCPP	PBSPCDH	TCDHBPT	TDTHPTP
	Blank	3,4,5	TSCDBDC	DCCBHBC	TPPPTCS	DHHPBHB	CHDSPDP	DPPSBSP
	Blank	2,3,5	TSCHTDB	HHPSDCD	CBPDSCD	HPCDBCS	DTCBCBT	HCPSPHS
	Blank	1	TSPCBBH	PBBDTPH	HHPDCDP	HCPTCSB	PCDPHPH	PBPSCDS
	Clover	2,3,5	TBPTTCP	SSCPTCP	TSCBHTH	PCHTBPC	THTSHBC	HBHCHHC
	Snake	4,6	THHBTHP	TDTSTSD	SCDCTHC	CCCBCHD	DBBHHBB	DTPHCCD
	Blank	1,2,4	BSDPSSP	HPTCPPT	SCHCCCT	DBPTTCT	PBBPPDD	CBSDBPC
	Blank	2,5,6	CPSTCBC	HHSDTHP	SBPTBCS	DBDBBPB	TBCHCTS	CPDTHPT
	Blank	2,5,6	SBCHHPB	CTCBBPP	PCTBBHD	DDCDDCB	SBDHBBC	DPCSCPP
	Blank	1	CBPHDHD	BHBSDCT	BTHHPHB	DBHHPBH	DTHCTST	CTCTPHS
	Blank	1,4,5	HHTPDTH	TBTHDPB	HSBHCPS	PSPSTPC	DPCPCPB	HTCCPPP
	Blank	2,6	PSCBBTB	PCCSBPS	BPSSHBC	TSHTCHC	BPHTCDS	BHHCCPS
	Plus	2,4	CDBHCSD	BSBPDCB	SCCTTCC	PTBTDBB	HHBPPHC	HBDHPPT
	Blank	1,3,4,5	PTCPTHC	DTPPHDP	TPHTCPD	DBHHTSP	DDCCBCB	SCCCPTS
	Clover	1,3,4	CPHSDPD	PSCTTTD	TBTTCDH	BBHHSPB	CTCSDSD	CTSBSSH
