Screenshot	Center	Holes (0-5)	Link 0	Link 1	Link 2	Link 3	Link 4	Link 5	Status	Who?	Notes								This is a Dupe	Probably an Error	https://tjl.co/corridors-of-time/	Check #verifiers-rules-and-reqs first				
https://prnt.sc/qosuv5	Blank	0.1,3	CPPCPCC	SHDPHHB	SPSCPSB	HBHHTSS	HDDSPCH	CDBTCTP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667145204385579009/667349373952327700/tiger_release_final_20200116_234034.png	Diamond	0,2	CPPHTBT	SCDHSSH	HHCDTCC	TTBSTHS	HDBDSDD	PSDBSSH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/nV77X9d.png	Blank	1,5	CPSBSDH	BTPPTBD	TDPBHDB	TBHDDSH	SBCPSTB	CDHSSHB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/609693179033419787/666954360684675093/unknown.png	Blank	1,4,5	CSBCPPC	DTHHBSC	SDHCCSC	PDDHSBH	TPBDSPC	HBBSPHH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1SQ7yeE1AJYNzSHrc-iOWhNT-CIDd1vbI	Hexagon	3	CSCHPTB	CBHDSSH	SCCTCTS	HTCDDHC	CCPTPCB	SPCTHBH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667186778473627668/unknown.png	Hexagon	3	CSCHPTB	CBHDSSH	SCCTCTS	HTCDDHC	CCPTPCB	SPCTHBH	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://gyazo.com/a5d5eecb249f740a538f86da993e67f0	Diamond	0	CSDSBST	TBHBTSB	BDSHHTT	PCSBBCT	SBSBDHT	TPDTDDT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/082165c244dd4dd2d733df895fac9044	Blank	3,5	CSDTCDB	CPDPCPC	PBHDBSC	TPSDPPB	BPBHHCC	CTDCSSH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667125682450464798/Emblem_1.png	Blank	3,5	CSDTCDB	CPDPCPC	PBHDBSC	TPSDPPB	BPHHBCC	CTDCSSH	Unverified				TRUE	TRUE	TRUE	TRUE	FALSE	TRUE		Small mistake here	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE
https://cdn.discordapp.com/attachments/666951769779339264/667057811116654609/EVASIVE1.jpg	Clover	4	CSDTSDT	HSSSHBH	SHHCHTS	TSHCBCT	DTHTPHB	BSDBDPT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 07.49.32.05.png	Blank	0,2	CSHDTTP	DBPHSCP	PDHSTPH	BBBBBBB	BSHBPHC	HBBCDHH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/656934403410362389/667024553666674729/unknown.png	Blank	12, 31	CSHPDTD	PSDDPPS	SSBTSBT	TTBDHHD	BDCDBSD	CTTPCTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/422986504206417921/667266066728222740/9c50719f1f.png	Snake	1,3,4	CSSBBHH	CSCCPCB	CHPTTPC	SPSSHPH	PPDCSDS	BDBTDHS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/422986504206417921/667266066728222740/9c50719f1f.png	Snake	1,3,4	CSSBBHH	CSCCPCB	CHPTTPC	SPSSHPH	PPDCSDS	BDBTDHS	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://media.discordapp.net/attachments/667596530798166017/667597423698247704/tiger_release_final_20200116_220311.png?width=1202&height=677	Blank	1,2,4	CSSDCPD	HDBDPDT	CCTHBTT	BTDCTPP	PBTTBTH	BSBPSDH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/kBod74w.jpg	Snake	1,3,4	CSTCDHB	BCBPTBB	DTDSCDT	DDCTDTC	BTTPHCB	CDPHHBB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667804908912902155/tiger_release_final_20200117_135330.png	Blank	2,5	CSTCHDT	HHTSTCP	CPSBPBS	TPBCCCC	DHCCPSD	CSHBBPP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667171247230025767/Destiny_2_1_15_2020_7_50_10_PM.png	Blank	3	CSTTBTC	CDCCBTC	SSHDSCP	DDSCSDB	BBHDPHP	PHSPTCB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/666867869510008852/666884552572010506/unknown.png	Diamond	1,3	CSTTSCC	THSCTCB	SHSHSBD	TSCSHSH	DBTSCHB	BCSTHPB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667277507644620811/20200116085931_1.jpg	Diamond	1,3	CSTTSCC	THSCTCB	SHSHSBD	TSCSHSH	DBTSCHB	BCSTHPB	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/667777756435841025/667889902431633428/tiger_release_final_20200117_174624.png	Blank	1,2,3,5	CTBHSTP	HHTBTHT	PTCDPST	TCBHBPP	CDDTPPD	PHCBBHC	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667145204385579009/667853926925729797/Untitled-1.png	Blank	0,1,3,5	CTBHSTP	HHTBTHT	PTCDPST	TCBHBPP	CDDTPPD	PHCBBHC	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://gyazo.com/493116dbebc40616173c002d43afbd47	Diamond	0	CTHSBDC	DSDPHTB	DCBDSDS	HSDBDCC	TBHDCCD	CCBHSSC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/f85fb3eaef61666733aac91e3ef2da54	Blank	1,5	CTHTHCC	CHPDPCH	HHDHHHD	CSBCPPC	TPSBHHH	DTBBHHB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/200732cee45b0a48a724c33f80c257e2	Blank	1,5	CTHTHCC	CHPDPCH	HHDHHHD	CSBCPPC	TPSBHHH	DTBBHHB	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://i.imgur.com/2DtcHjq.png	Blank	1	CTPHHCB	THDBHPT	TBHBDPT	PTTTSPH	BHTCPDC	DDHTSTP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667487076723195914/667759069351903270/4707e2f59f8f57b3ef3ef56e7265cc7c.png	Blank	1	CTPHHCB	THDBHPT	TBHBDPT	PTTTSPH	BHTCPDC	DDHTSTP	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/666873697763590144/667227788574588940/emblem.png	Blank	1,4,5	CTSBDPC	PHPBTBP	CSSTBCP	CSSBHSS	BTCPCTD	PTHCTCS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/003a2b06a9f99c5f283c3b827af4f07c	Hexagon	4	CTSHCSC	DCHSBTB	BHTHDPC	BBHHCCB	TDTTPDB	TPTTHCT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 07.31.46.17.png	Blank	1,2,5	CTSSDPD	HPBPCHT	CDHHTHP	TPBHSHB	BBTTSPD	STSCHDT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/63858f0b4649df99b4575a4139ee6a5f	Blank	1,2,5	CTTPBTD	TDTTPDB	CBTSSST	BTHSSSD	SPCBDSP	DDTPBSD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/n8ErOHh.jpg	Blank	1,3,5	DBBBTHP	BSBSHSS	DHBTDSD	DSBHSST	HTBSCPP	CPSBPBS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1neS3Uhk1CG0VeD_GosKTSlJZbgxfHOCP	Blank	2,5	DBCBTSP	PDTTCCP	BTHPTPP	BBBBBBB	BHTCBCH	BCSHCBT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/a/p5p1cQA	Hexagon	1,4	DBCSSCP	DDSCHTP	HTCPDCS	SDPTCDC	TTDPHSD	BPHBBDC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/667486768941236235/667579837434560512/Destiny_2_Screenshot_2020.01.16_-_20.09.29.35.png?width=1202&height=677	Blank	2	DBPCDBC	BHHPDTB	CPSSDTS	DPDDHCH	TBTBHCP	HTSBPTT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/3d633e5282eea2858ec8417e5443c3f6	Blank	4,5	DBPDSHH	BDCCSCP	CDTPSDH	CBSDBCH	HHPSDCD	CPDDDHH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/z3crlRJ	Blank	1	DBPPHPD	CBDCBPH	HHCBCCP	TDPBSHC	HHPSBHS	BDBCBTH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/11gEmkj1S8682SYGC3uKDmNZRxzkt2qDK/view?usp=sharing	Blank	4,5	DBSCCTH	CPDDSTC	PDSTHTC	PCBDCTD	CPCCPSB	DHBSTDC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/16cc1db963f7ea88e024a72530939273.jpg	Blank	1,3,5	DBSHSPB	HTSHPBS	CSSPDTS	PSBTSSS	CPTSDCP	TSSPBDD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/1491a67aee9253d40d1956daa170a791.jpg	Blank	1,3,5	DBSHSPB	HTSHPBS	CSSPDTS	PSBTSSS	CPTSDCP	TSSPBDD	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/666872924967403550/667295720654766081/image0.jpg	Hexagon	4	DBSPTSD	SSPTTTH	SSPCHCD	HTDBBDD	DSDDHBT	DDDHCDS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667282995518111744/tiger_release_final_20200116_024342.png	Hexagon	4	DBSPTSD	SSPTTTH	SSPCHCD	HTDBBDD	DSDDHBT	DDDHCDS	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://steamcommunity.com/sharedfiles/filedetails/?id=1970180082	Hexagon	4	DBSPTSD	SSPTTTH	SSPCHCD	HTDBBDD	DSDDHBT	DDDHCDS	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://gyazo.com/0cef19b7f131f7b027488f99709fe7a3	BlanK	1,2,4,5	DBSTHPH	BCPCHDP	HCPHPPH	DBPCDPB	CTCBBPP	SHCCDSC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1xZ6YIh59XKQmlz5oeBpbAK7OJvTsSMV7	Blank	1,4	DBTHHBB	CHDSPTP	SCHBSCB	SPHSSDB	PSTTPTP	SSCTHSP	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1VjngTlzDcl_l9re0Lrf7eAmQ9GOIaSRh	Blank	1,4	DBTHHBB	CHDSPTP	SCHBSCB	SPHSSDB	PSTTPTP	SSCTHSP	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/667777756435841025/667788783814705242/tiger_release_final_20200117_091707.png	Blank	1,4	DCBTCTC	CTHSPSP	SBSDDSS	CBPSHCP	HDBTPPC	PBCHCCC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1iwEoAoEqCrW4UHZPxcqs63JzUSqiJ7cX	Blank	2,4	DCCDBCP	CDHDSHP	CTCHBCP	STTHHBS	TDTDSSP	HCSCDHS	Unverified		Rotated a bit right, 5 was 0, etc. recheck		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1aSlBTxQly7cmIj6zuQXY0QGPZeMy0uyv	Blank	1,3	DCCDBCP	CDHDSHP	CTCHBCP	STTHHBS	TDTDSSP	HCSCDHS	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://i.gyazo.com/b415a60b1092b7629830c43c48524c92.png	Blank	3	DCDCCHT	DCBSCHP	PDBSTDT	CTHTHHB	DHPDTHP	TBDTSCC	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 07.44.19.05.png	Blank	2,3,4	DCHBCDP	DTHBBHT	PTHTDBS	DCSHBBB	BHDSDSC	CHPTCTT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/LJRCqxJ.png	Blank	2	DCHCSCH	TPPDDHP	BTTSBTB	DBTDSHS	DBBTSDB	TTTTDCS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/557136242853019670/667001392522854420/aciditylip_hunter_2.png	Blank	2	DCHCSCH	TPPDDHP	BTTSBTB	DBTDSHS	DBBTSDB	TTTTDCS	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/666873697763590144/667111167189057566/Destiny_2_Screenshot_2020.01.15_-_16.01.21.47.png	Hexagon	2,3,5	DCHSTDB	BCHDHSB	HPSSTBS	CDTSHDH	CHBCTDH	CCSCDCS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/4e9d0a00672ced163a3a8dde708ac490	Diamond	1,4	DCPPDDP	PTCHDSD	DPPBPBH	DHPTCDP	BPSTHPH	HSHTSHS	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.imgur.com/wSB7TJz.jpg	Blank	2,3	DCSPBDD	PSSPBDH	TSDHCPP	HDCBPHP	SPPSSHB	SDBCPPS	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://pbs.twimg.com/media/EOch8FdWoAEFYJT?format=jpg&name=4096x4096	Blank	1,2,4	DCTBTHH	HSBHHDT	DBTBHCC	PDHDHCS	TCCSBSS	SBHPHTT	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=1psvF9J9r9u1csJ5xs2beBWcNk_s2YmM8	Blank	1,2,4	DCTBTHH	HSBHHDT	DBTBHCC	PDHDHCS	TCCSBSS	SBHPHTT	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://imgur.com/X4mhLx8	Blank	0,3	DDBDPTS	HDBHSBD	TSHSDTD	CBSTSBP	TSSHDBH	DPBHDHT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://prnt.sc/qot22a	Blank	0,1,2,4	DDCCSDC	PCPPDCP	CCCDCCS	BBPHPTB	DBDCCBH	BHHDHPH	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/114KSCba3MZuBBh7s6ChTq9s0d5bfAlkp/view	Blank	0,1,2,4	DDCCSDC	PCPPDCP	CCCDCCS	BBPHPTB	DBDCCBH	BHHDHPH	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/667777756435841025/667788763900149771/tiger_release_final_20200117_092444.png	Blank	0,1,2,4	DDCCSDC	PCPPDCP	CCCDCCS	BBPHPTB	DBDCCBH	BHHDHPH	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://i.gyazo.com/thumb/1200/deddefbd4025de6bc6f6b8828c33e5fa-png.jpg	Clover	4,5	DDCDBDC	DSHSTHT	DSTPPCD	PSTBBDP	SHBHBSS	SSDCPPC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667009280481689613/Destiny_2_1080p.png	Clover	0	DDCTDTC	PBPTTDH	DHDCCHC	TBTBTPB	TCTBCTS	BSSPDHT	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666873697763590144/667251306376724490/tiger_release_final_20200116_011751.png	Blank	0,1,4	DDDDTHB	PHHSPDB	SDTCDHS	CBSBTPB	PCTBHDB	CDTPSDH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://i.gyazo.com/thumb/1200/fd5e5912f693d0fd81f33168288d3a16-png.jpg	Blank	0,4	DDHHBSD	HSBCPCT	HHPDPDS	TPBPPBS	CDBBPHH	TDHDDHH	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/9df70af888d4af58bd18cc16f27c1c5a	Blank	2,5	DDTBPHB	TTHPBPH	DBTPDCH	BCTBPSC	BBTPCSD	TDBTHST	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667619517110943745/667628417360855050/Destiny_2_Screenshot_2020.01.16_-_22.05.34.44.png	Blank	0,4	DDTDDPP	SCDSCTT	DHHHBHS	PHPCSDD	PSHDHPH	PDDSHTC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/Z0r8d5X	Blank	2	DDTPBCB	HTDPTDD	TCDBDHP	SBPPCBT	BBBBBBB	BBBBBBB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1o1lQuZENLbJG29e6pce7hfhkBcdZLKaD/view?usp=sharing	Blank	0	DHBBDTH	BHBSSDH	TCDBPHT	HTTBPTH	PDSSBSS	PDCBHDS	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/open?id=13Qf2slPSQUzfUgBY7tbQdLViFVfPmARH	Blank	0	DHBBDTH	BHBSSDH	TCDBPHT	HTTBPTH	PDSSBSS	PDCBHDS	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://cdn.discordapp.com/attachments/666872924967403550/667468917958246400/20200115151245_1.jpg	Blank	0	DHBCTPC	PSPPHPP	CTTDPPB	HDDSBHD	PHDDSPH	BCBTBPD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/a/m94SmtC	Blank	1,2,3,4	DHDSCSD	PBTTHHS	TCPTHCB	TCSSSCP	DCHDTCT	TCBDDDP	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/667499790950465537/667543802046840857/cae42a89f17832bc2c53d00fa414a8ed.png	Plus	1,4	DHDTHHB	STHPHPB	HTDTDSC	PHHSBTS	THSCTCB	BHBCSCD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/fEPSpXn	Blank	1	DHDTHHH	DSPPDDB	HBSPSCB	CCDTSTP	THPSPCB	HSBHCPS	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 08.03.18.45.png	Blank	0	DHHPBHB	DDHDHHS	TTTTBBS	CDBTDPC	CHSCHDT	SCHBSCB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/150793788472688640/667060419612901376/Destiny_2_Screenshot_2020.01.15_-_17.35.07.53.png	Diamond	1	DHPTPPP	CSTBSDB	BCDHDPH	HDBHCTH	SHPBDCH	CHSCCPH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/b76fff61241e9c16fe8e857ded1a79cd	Blank	3,5	DHSBSHP	CHSHSCT	CSDHPPH	CPSHBHH	PPSCPTH	HCCHCST	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667277490498043914/20200116085343_1.jpg	Diamond	0,1	DHSSTHS	HBDHBDH	HDHHPBB	HBHPPPC	PSCBBPP	PBTTDPD	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/1ef892ef2e83c2c915d2d18d7e15b514	Blank	1,2	DHTSCHB	HPHTBSS	SDHDTDH	CHBHDPB	BHBCBDC	PHDPTDC	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/622557325680705546/666985905390616587/Destiny_2_Screenshot_2020.01.15_-_03.30.54.71.png	Plus	0,1,5	DHTSPDS	HHTSSBH	SDSHCSH	BHSBDHD	PTPTDCC	TBDTTBS	Duplicate				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667368310165209128/tiger_release_final_20200116_140254.png	Clover	1,2	DPBCPHH	DHCSSPH	TCPSCSB	DCSTBCH	SHBHBTS	SBTPCHB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/667777756435841025/667800212592394250/tiger_release_final_20200117_133033.png	Snake	1,3,4	DPBCSPS	DHPHTCB	HHTSBBC	PDDSHDC	DDTTCSD	BBSCHST	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666818732315639814/667155315166412828/unknown.png	Snake	1,3,4	DPBCSPS	DHPHTCB	HHTSBBC	PDDSHDC	DDTTCSD	BBSCHST	Duplicate				TRUE	TRUE	TRUE	TRUE	TRUE	TRUE			TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://i.imgur.com/jj68KR1.png	Blank	2	DPBSDDH	TPBHDHT	DBDBHCD	CPSCCHS	DPBTSTT	SCDSDPH	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
https://huehnerfaust.de/tiger_release_final_20200115_202844.jpg	Blank	4,5	DPBSDTT	THDSBBC	BTTPHDS	TDCPBCP	HDBDPDT	BCSCPHB	Unverified				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
